station_id,stationname,date,daytype,rides
40810,Medical Center,1/1/2019,U,451
40820,Rosemont,1/1/2019,U,2008
40830,18th,1/1/2019,U,496
40840,South Boulevard,1/1/2019,U,168
40850,Library,1/1/2019,U,740
40870,Francisco,1/1/2019,U,424
40880,Thorndale,1/1/2019,U,1187
40890,O'Hare Airport,1/1/2019,U,9550
40900,Howard,1/1/2019,U,2320
40910,63rd-Dan Ryan,1/1/2019,U,1603
40920,Pulaski-Forest Park,1/1/2019,U,1218
40930,Midway Airport,1/1/2019,U,2942
40940,Halsted/63rd,1/1/2019,U,195
40960,Pulaski-Orange,1/1/2019,U,1008
40970,Cicero-Forest Park,1/1/2019,U,704
40980,Harlem-Forest Park,1/1/2019,U,411
40990,69th,1/1/2019,U,2436
41000,Cermak-Chinatown,1/1/2019,U,2793
41010,Rockwell,1/1/2019,U,354
41020,Logan Square,1/1/2019,U,2586
41030,Polk,1/1/2019,U,311
41040,Kedzie-Cermak,1/1/2019,U,401
41050,Linden,1/1/2019,U,204
41060,Ashland-Orange,1/1/2019,U,506
41070,Kedzie-Lake,1/1/2019,U,533
41080,47th-South Elevated,1/1/2019,U,375
41090,Monroe/State,1/1/2019,U,2004
41120,35-Bronzeville-IIT,1/1/2019,U,361
41130,Halsted-Orange,1/1/2019,U,615
41140,King Drive,1/1/2019,U,265
41150,Kedzie-Midway,1/1/2019,U,818
41160,Clinton-Lake,1/1/2019,U,651
41170,Garfield-Dan Ryan,1/1/2019,U,1481
41180,Kedzie-Brown,1/1/2019,U,748
41190,Jarvis,1/1/2019,U,724
41200,Argyle,1/1/2019,U,1588
41210,Wellington,1/1/2019,U,720
41220,Fullerton,1/1/2019,U,4186
41230,47th-Dan Ryan,1/1/2019,U,1323
41240,Addison-O'Hare,1/1/2019,U,844
41250,Central-Evanston,1/1/2019,U,188
41260,Austin-Lake,1/1/2019,U,570
41270,43rd,1/1/2019,U,316
41280,Jefferson Park,1/1/2019,U,2108
41290,Kimball,1/1/2019,U,1248
41300,Loyola,1/1/2019,U,1833
41310,Paulina,1/1/2019,U,706
41320,Belmont-North Main,1/1/2019,U,5845
41330,Montrose-O'Hare,1/1/2019,U,836
41340,LaSalle,1/1/2019,U,674
41350,Oak Park-Lake,1/1/2019,U,316
41360,California-Lake,1/1/2019,U,309
41380,Bryn Mawr,1/1/2019,U,1881
41400,Roosevelt,1/1/2019,U,4453
41410,Chicago/Milwaukee,1/1/2019,U,1142
41420,Addison-North Main,1/1/2019,U,3956
41430,87th,1/1/2019,U,2014
41440,Addison-Brown,1/1/2019,U,464
41450,Chicago/State,1/1/2019,U,6774
41460,Irving Park-Brown,1/1/2019,U,826
41480,Western-Brown,1/1/2019,U,1133
41490,Harrison,1/1/2019,U,1469
41500,Montrose-Brown,1/1/2019,U,695
41510,Morgan-Lake,1/1/2019,U,892
41660,Lake/State,1/1/2019,U,6732
41670,Conservatory,1/1/2019,U,395
41680,Oakton-Skokie,1/1/2019,U,181
41690,Cermak-McCormick Place,1/1/2019,U,415
41700,Washington/Wabash,1/1/2019,U,2690
40010,Austin-Forest Park,1/2/2019,W,1457
40020,Harlem-Lake,1/2/2019,W,3124
40030,Pulaski-Lake,1/2/2019,W,1331
40040,Quincy/Wells,1/2/2019,W,7429
40050,Davis,1/2/2019,W,2897
40060,Belmont-O'Hare,1/2/2019,W,3813
40070,Jackson/Dearborn,1/2/2019,W,5214
40080,Sheridan,1/2/2019,W,3879
40090,Damen-Brown,1/2/2019,W,2229
40100,Morse,1/2/2019,W,3517
40120,35th/Archer,1/2/2019,W,2166
40130,51st,1/2/2019,W,781
40140,Dempster-Skokie,1/2/2019,W,1442
40150,Pulaski-Cermak,1/2/2019,W,808
40160,LaSalle/Van Buren,1/2/2019,W,2721
40170,Ashland-Lake,1/2/2019,W,1857
40180,Oak Park-Forest Park,1/2/2019,W,1413
40190,Sox-35th-Dan Ryan,1/2/2019,W,2554
40200,Randolph/Wabash,1/2/2019,W,0
40210,Damen-Cermak,1/2/2019,W,1114
40220,Western-Forest Park,1/2/2019,W,1132
40230,Cumberland,1/2/2019,W,3481
40240,79th,1/2/2019,W,5081
40250,Kedzie-Homan-Forest Park,1/2/2019,W,1499
40260,State/Lake,1/2/2019,W,9146
40270,Main,1/2/2019,W,905
40280,Central-Lake,1/2/2019,W,1576
40290,Ashland/63rd,1/2/2019,W,812
40300,Indiana,1/2/2019,W,598
40310,Western-Orange,1/2/2019,W,2649
40320,Division/Milwaukee,1/2/2019,W,4988
40330,Grand/State,1/2/2019,W,9607
40340,Berwyn,1/2/2019,W,2603
40350,UIC-Halsted,1/2/2019,W,2376
40360,Southport,1/2/2019,W,2944
40370,Washington/Dearborn,1/2/2019,W,12194
40380,Clark/Lake,1/2/2019,W,18410
40390,Forest Park,1/2/2019,W,2577
40400,Noyes,1/2/2019,W,536
40420,Cicero-Cermak,1/2/2019,W,972
40430,Clinton-Forest Park,1/2/2019,W,3209
40440,California-Cermak,1/2/2019,W,1005
40450,95th/Dan Ryan,1/2/2019,W,7527
40460,Merchandise Mart,1/2/2019,W,7342
40470,Racine,1/2/2019,W,1126
40480,Cicero-Lake,1/2/2019,W,855
40490,Grand/Milwaukee,1/2/2019,W,2502
40510,Garfield-South Elevated,1/2/2019,W,642
40520,Foster,1/2/2019,W,460
40530,Diversey,1/2/2019,W,4710
40540,Wilson,1/2/2019,W,4865
40550,Irving Park-O'Hare,1/2/2019,W,3475
40560,Jackson/State,1/2/2019,W,6231
40570,California/Milwaukee,1/2/2019,W,4667
40580,54th/Cermak,1/2/2019,W,1709
40590,Damen/Milwaukee,1/2/2019,W,5468
40600,Kostner,1/2/2019,W,385
40610,Ridgeland,1/2/2019,W,1079
40630,Clark/Division,1/2/2019,W,5781
40650,North/Clybourn,1/2/2019,W,4550
40660,Armitage,1/2/2019,W,3055
40670,Western/Milwaukee,1/2/2019,W,4723
40680,Adams/Wabash,1/2/2019,W,4970
40690,Dempster,1/2/2019,W,661
40700,Laramie,1/2/2019,W,873
40710,Chicago/Franklin,1/2/2019,W,6051
40720,East 63rd-Cottage Grove,1/2/2019,W,769
40730,Washington/Wells,1/2/2019,W,7635
40740,Western-Cermak,1/2/2019,W,826
40750,Harlem-O'Hare,1/2/2019,W,2263
40760,Granville,1/2/2019,W,2857
40770,Lawrence,1/2/2019,W,2434
40780,Central Park,1/2/2019,W,897
40790,Monroe/Dearborn,1/2/2019,W,7305
40800,Sedgwick,1/2/2019,W,2793
40810,Medical Center,1/2/2019,W,2122
40820,Rosemont,1/2/2019,W,5038
40830,18th,1/2/2019,W,1380
40840,South Boulevard,1/2/2019,W,611
40850,Library,1/2/2019,W,2473
40870,Francisco,1/2/2019,W,1348
40880,Thorndale,1/2/2019,W,2207
40890,O'Hare Airport,1/2/2019,W,10681
40900,Howard,1/2/2019,W,4250
40910,63rd-Dan Ryan,1/2/2019,W,2294
40920,Pulaski-Forest Park,1/2/2019,W,1516
40930,Midway Airport,1/2/2019,W,7012
40940,Halsted/63rd,1/2/2019,W,347
40960,Pulaski-Orange,1/2/2019,W,3432
40970,Cicero-Forest Park,1/2/2019,W,1006
40980,Harlem-Forest Park,1/2/2019,W,955
40990,69th,1/2/2019,W,3771
41000,Cermak-Chinatown,1/2/2019,W,3162
41010,Rockwell,1/2/2019,W,1534
41020,Logan Square,1/2/2019,W,6341
41030,Polk,1/2/2019,W,2363
41040,Kedzie-Cermak,1/2/2019,W,787
41050,Linden,1/2/2019,W,616
41060,Ashland-Orange,1/2/2019,W,1218
41070,Kedzie-Lake,1/2/2019,W,995
41080,47th-South Elevated,1/2/2019,W,853
41090,Monroe/State,1/2/2019,W,9187
41120,35-Bronzeville-IIT,1/2/2019,W,1036
41130,Halsted-Orange,1/2/2019,W,1796
41140,King Drive,1/2/2019,W,386
41150,Kedzie-Midway,1/2/2019,W,2514
41160,Clinton-Lake,1/2/2019,W,3705
41170,Garfield-Dan Ryan,1/2/2019,W,2326
41180,Kedzie-Brown,1/2/2019,W,1575
41190,Jarvis,1/2/2019,W,1175
41200,Argyle,1/2/2019,W,2604
41210,Wellington,1/2/2019,W,2480
41220,Fullerton,1/2/2019,W,7350
41230,47th-Dan Ryan,1/2/2019,W,2069
41240,Addison-O'Hare,1/2/2019,W,2241
41250,Central-Evanston,1/2/2019,W,635
41260,Austin-Lake,1/2/2019,W,1577
41270,43rd,1/2/2019,W,714
41280,Jefferson Park,1/2/2019,W,5092
41290,Kimball,1/2/2019,W,3146
41300,Loyola,1/2/2019,W,3278
41310,Paulina,1/2/2019,W,2350
41320,Belmont-North Main,1/2/2019,W,9395
41330,Montrose-O'Hare,1/2/2019,W,2213
41340,LaSalle,1/2/2019,W,2010
41350,Oak Park-Lake,1/2/2019,W,1247
41360,California-Lake,1/2/2019,W,803
41380,Bryn Mawr,1/2/2019,W,3830
41400,Roosevelt,1/2/2019,W,8052
41410,Chicago/Milwaukee,1/2/2019,W,2973
41420,Addison-North Main,1/2/2019,W,4759
41430,87th,1/2/2019,W,3119
41440,Addison-Brown,1/2/2019,W,1770
41450,Chicago/State,1/2/2019,W,11570
41460,Irving Park-Brown,1/2/2019,W,2721
41480,Western-Brown,1/2/2019,W,3318
41490,Harrison,1/2/2019,W,2141
41500,Montrose-Brown,1/2/2019,W,2180
41510,Morgan-Lake,1/2/2019,W,3015
41660,Lake/State,1/2/2019,W,18534
41670,Conservatory,1/2/2019,W,738
41680,Oakton-Skokie,1/2/2019,W,733
41690,Cermak-McCormick Place,1/2/2019,W,1058
41700,Washington/Wabash,1/2/2019,W,8530
40010,Austin-Forest Park,1/3/2019,W,1543
40020,Harlem-Lake,1/3/2019,W,3414
40030,Pulaski-Lake,1/3/2019,W,1450
40040,Quincy/Wells,1/3/2019,W,8059
40050,Davis,1/3/2019,W,3125
40060,Belmont-O'Hare,1/3/2019,W,4151
40070,Jackson/Dearborn,1/3/2019,W,5711
40080,Sheridan,1/3/2019,W,4217
40090,Damen-Brown,1/3/2019,W,2533
40100,Morse,1/3/2019,W,3875
40120,35th/Archer,1/3/2019,W,2416
40130,51st,1/3/2019,W,853
40140,Dempster-Skokie,1/3/2019,W,1539
40150,Pulaski-Cermak,1/3/2019,W,917
40160,LaSalle/Van Buren,1/3/2019,W,2894
40170,Ashland-Lake,1/3/2019,W,1947
40180,Oak Park-Forest Park,1/3/2019,W,1557
40190,Sox-35th-Dan Ryan,1/3/2019,W,3054
40200,Randolph/Wabash,1/3/2019,W,0
40210,Damen-Cermak,1/3/2019,W,1271
40220,Western-Forest Park,1/3/2019,W,1243
40230,Cumberland,1/3/2019,W,3733
40240,79th,1/3/2019,W,5560
40250,Kedzie-Homan-Forest Park,1/3/2019,W,1577
40260,State/Lake,1/3/2019,W,10325
40270,Main,1/3/2019,W,1013
40280,Central-Lake,1/3/2019,W,1666
40290,Ashland/63rd,1/3/2019,W,939
40300,Indiana,1/3/2019,W,712
40310,Western-Orange,1/3/2019,W,2937
40320,Division/Milwaukee,1/3/2019,W,5650
40330,Grand/State,1/3/2019,W,10449
40340,Berwyn,1/3/2019,W,2946
40350,UIC-Halsted,1/3/2019,W,2495
40360,Southport,1/3/2019,W,3271
40370,Washington/Dearborn,1/3/2019,W,12984
40380,Clark/Lake,1/3/2019,W,20060
40390,Forest Park,1/3/2019,W,2861
40400,Noyes,1/3/2019,W,614
40420,Cicero-Cermak,1/3/2019,W,1109
40430,Clinton-Forest Park,1/3/2019,W,3269
40440,California-Cermak,1/3/2019,W,1132
40450,95th/Dan Ryan,1/3/2019,W,8212
40460,Merchandise Mart,1/3/2019,W,7817
40470,Racine,1/3/2019,W,1270
40480,Cicero-Lake,1/3/2019,W,1053
40490,Grand/Milwaukee,1/3/2019,W,2692
40510,Garfield-South Elevated,1/3/2019,W,659
40520,Foster,1/3/2019,W,555
40530,Diversey,1/3/2019,W,5246
40540,Wilson,1/3/2019,W,5374
40550,Irving Park-O'Hare,1/3/2019,W,3844
40560,Jackson/State,1/3/2019,W,6961
40570,California/Milwaukee,1/3/2019,W,5279
40580,54th/Cermak,1/3/2019,W,1900
40590,Damen/Milwaukee,1/3/2019,W,5959
40600,Kostner,1/3/2019,W,405
40610,Ridgeland,1/3/2019,W,1247
40630,Clark/Division,1/3/2019,W,6580
40650,North/Clybourn,1/3/2019,W,5059
40660,Armitage,1/3/2019,W,3440
40670,Western/Milwaukee,1/3/2019,W,5084
40680,Adams/Wabash,1/3/2019,W,5778
40690,Dempster,1/3/2019,W,750
40700,Laramie,1/3/2019,W,948
40710,Chicago/Franklin,1/3/2019,W,6553
40720,East 63rd-Cottage Grove,1/3/2019,W,885
40730,Washington/Wells,1/3/2019,W,8176
40740,Western-Cermak,1/3/2019,W,887
40750,Harlem-O'Hare,1/3/2019,W,2588
40760,Granville,1/3/2019,W,3087
40770,Lawrence,1/3/2019,W,2654
40780,Central Park,1/3/2019,W,946
40790,Monroe/Dearborn,1/3/2019,W,7905
40800,Sedgwick,1/3/2019,W,3314
40810,Medical Center,1/3/2019,W,2033
40820,Rosemont,1/3/2019,W,5685
40830,18th,1/3/2019,W,1491
40840,South Boulevard,1/3/2019,W,674
40850,Library,1/3/2019,W,2521
40870,Francisco,1/3/2019,W,1413
40880,Thorndale,1/3/2019,W,2359
40890,O'Hare Airport,1/3/2019,W,10437
40900,Howard,1/3/2019,W,4841
40910,63rd-Dan Ryan,1/3/2019,W,2547
40920,Pulaski-Forest Park,1/3/2019,W,1672
40930,Midway Airport,1/3/2019,W,7128
40940,Halsted/63rd,1/3/2019,W,419
40960,Pulaski-Orange,1/3/2019,W,3841
40970,Cicero-Forest Park,1/3/2019,W,1158
40980,Harlem-Forest Park,1/3/2019,W,1132
40990,69th,1/3/2019,W,4155
41000,Cermak-Chinatown,1/3/2019,W,3287
41010,Rockwell,1/3/2019,W,1718
41020,Logan Square,1/3/2019,W,6954
41030,Polk,1/3/2019,W,2627
41040,Kedzie-Cermak,1/3/2019,W,861
41050,Linden,1/3/2019,W,729
41060,Ashland-Orange,1/3/2019,W,1322
41070,Kedzie-Lake,1/3/2019,W,1123
41080,47th-South Elevated,1/3/2019,W,1003
41090,Monroe/State,1/3/2019,W,9982
41120,35-Bronzeville-IIT,1/3/2019,W,1116
41130,Halsted-Orange,1/3/2019,W,2022
41140,King Drive,1/3/2019,W,445
41150,Kedzie-Midway,1/3/2019,W,2726
41160,Clinton-Lake,1/3/2019,W,4130
41170,Garfield-Dan Ryan,1/3/2019,W,2698
41180,Kedzie-Brown,1/3/2019,W,1781
41190,Jarvis,1/3/2019,W,1289
41200,Argyle,1/3/2019,W,2784
41210,Wellington,1/3/2019,W,2953
41220,Fullerton,1/3/2019,W,8287
41230,47th-Dan Ryan,1/3/2019,W,2348
41240,Addison-O'Hare,1/3/2019,W,2514
41250,Central-Evanston,1/3/2019,W,742
41260,Austin-Lake,1/3/2019,W,1668
41270,43rd,1/3/2019,W,845
41280,Jefferson Park,1/3/2019,W,5595
41290,Kimball,1/3/2019,W,3390
41300,Loyola,1/3/2019,W,3610
41310,Paulina,1/3/2019,W,2618
41320,Belmont-North Main,1/3/2019,W,10398
41330,Montrose-O'Hare,1/3/2019,W,2357
41340,LaSalle,1/3/2019,W,2264
41350,Oak Park-Lake,1/3/2019,W,1416
41360,California-Lake,1/3/2019,W,952
41380,Bryn Mawr,1/3/2019,W,4147
41400,Roosevelt,1/3/2019,W,8679
41410,Chicago/Milwaukee,1/3/2019,W,3250
41420,Addison-North Main,1/3/2019,W,5329
41430,87th,1/3/2019,W,3436
41440,Addison-Brown,1/3/2019,W,1930
41450,Chicago/State,1/3/2019,W,12544
41460,Irving Park-Brown,1/3/2019,W,2929
41480,Western-Brown,1/3/2019,W,3570
41490,Harrison,1/3/2019,W,2290
41500,Montrose-Brown,1/3/2019,W,2436
41510,Morgan-Lake,1/3/2019,W,3318
41660,Lake/State,1/3/2019,W,19893
41670,Conservatory,1/3/2019,W,738
41680,Oakton-Skokie,1/3/2019,W,791
41690,Cermak-McCormick Place,1/3/2019,W,1214
41700,Washington/Wabash,1/3/2019,W,9484
40010,Austin-Forest Park,1/4/2019,W,1621
40020,Harlem-Lake,1/4/2019,W,3393
40030,Pulaski-Lake,1/4/2019,W,1506
40040,Quincy/Wells,1/4/2019,W,7263
40050,Davis,1/4/2019,W,3191
40060,Belmont-O'Hare,1/4/2019,W,4131
40070,Jackson/Dearborn,1/4/2019,W,5266
40080,Sheridan,1/4/2019,W,4422
40090,Damen-Brown,1/4/2019,W,2496
40100,Morse,1/4/2019,W,4020
40120,35th/Archer,1/4/2019,W,2554
40130,51st,1/4/2019,W,935
40140,Dempster-Skokie,1/4/2019,W,1508
40150,Pulaski-Cermak,1/4/2019,W,936
40160,LaSalle/Van Buren,1/4/2019,W,2738
40170,Ashland-Lake,1/4/2019,W,2144
40180,Oak Park-Forest Park,1/4/2019,W,1521
40190,Sox-35th-Dan Ryan,1/4/2019,W,3163
40200,Randolph/Wabash,1/4/2019,W,0
40210,Damen-Cermak,1/4/2019,W,1315
40220,Western-Forest Park,1/4/2019,W,1262
40230,Cumberland,1/4/2019,W,3697
40240,79th,1/4/2019,W,5913
40250,Kedzie-Homan-Forest Park,1/4/2019,W,1589
40260,State/Lake,1/4/2019,W,10329
40270,Main,1/4/2019,W,1063
40280,Central-Lake,1/4/2019,W,1775
40290,Ashland/63rd,1/4/2019,W,992
40300,Indiana,1/4/2019,W,700
40310,Western-Orange,1/4/2019,W,3047
40320,Division/Milwaukee,1/4/2019,W,5691
40330,Grand/State,1/4/2019,W,10941
40340,Berwyn,1/4/2019,W,2918
40350,UIC-Halsted,1/4/2019,W,2496
40360,Southport,1/4/2019,W,3286
40370,Washington/Dearborn,1/4/2019,W,12816
40380,Clark/Lake,1/4/2019,W,19587
40390,Forest Park,1/4/2019,W,2825
40400,Noyes,1/4/2019,W,583
40420,Cicero-Cermak,1/4/2019,W,1089
40430,Clinton-Forest Park,1/4/2019,W,2982
40440,California-Cermak,1/4/2019,W,1158
40450,95th/Dan Ryan,1/4/2019,W,8663
40460,Merchandise Mart,1/4/2019,W,7268
40470,Racine,1/4/2019,W,1344
40480,Cicero-Lake,1/4/2019,W,1140
40490,Grand/Milwaukee,1/4/2019,W,2679
40510,Garfield-South Elevated,1/4/2019,W,687
40520,Foster,1/4/2019,W,619
40530,Diversey,1/4/2019,W,5368
40540,Wilson,1/4/2019,W,5502
40550,Irving Park-O'Hare,1/4/2019,W,3793
40560,Jackson/State,1/4/2019,W,6428
40570,California/Milwaukee,1/4/2019,W,5334
40580,54th/Cermak,1/4/2019,W,1963
40590,Damen/Milwaukee,1/4/2019,W,6131
40600,Kostner,1/4/2019,W,448
40610,Ridgeland,1/4/2019,W,1176
40630,Clark/Division,1/4/2019,W,6864
40650,North/Clybourn,1/4/2019,W,5103
40660,Armitage,1/4/2019,W,3575
40670,Western/Milwaukee,1/4/2019,W,5145
40680,Adams/Wabash,1/4/2019,W,5557
40690,Dempster,1/4/2019,W,736
40700,Laramie,1/4/2019,W,1014
40710,Chicago/Franklin,1/4/2019,W,6150
40720,East 63rd-Cottage Grove,1/4/2019,W,931
40730,Washington/Wells,1/4/2019,W,7426
40740,Western-Cermak,1/4/2019,W,983
40750,Harlem-O'Hare,1/4/2019,W,2510
40760,Granville,1/4/2019,W,3038
40770,Lawrence,1/4/2019,W,2777
40780,Central Park,1/4/2019,W,980
40790,Monroe/Dearborn,1/4/2019,W,7430
40800,Sedgwick,1/4/2019,W,3287
40810,Medical Center,1/4/2019,W,2273
40820,Rosemont,1/4/2019,W,5391
40830,18th,1/4/2019,W,1562
40840,South Boulevard,1/4/2019,W,698
40850,Library,1/4/2019,W,2472
40870,Francisco,1/4/2019,W,1474
40880,Thorndale,1/4/2019,W,2456
40890,O'Hare Airport,1/4/2019,W,9986
40900,Howard,1/4/2019,W,4841
40910,63rd-Dan Ryan,1/4/2019,W,2619
40920,Pulaski-Forest Park,1/4/2019,W,1788
40930,Midway Airport,1/4/2019,W,7020
40940,Halsted/63rd,1/4/2019,W,453
40960,Pulaski-Orange,1/4/2019,W,3942
40970,Cicero-Forest Park,1/4/2019,W,1214
40980,Harlem-Forest Park,1/4/2019,W,1167
40990,69th,1/4/2019,W,4323
41000,Cermak-Chinatown,1/4/2019,W,3387
41010,Rockwell,1/4/2019,W,1695
41020,Logan Square,1/4/2019,W,6968
41030,Polk,1/4/2019,W,2510
41040,Kedzie-Cermak,1/4/2019,W,907
41050,Linden,1/4/2019,W,850
41060,Ashland-Orange,1/4/2019,W,1350
41070,Kedzie-Lake,1/4/2019,W,1105
41080,47th-South Elevated,1/4/2019,W,1025
41090,Monroe/State,1/4/2019,W,9612
41120,35-Bronzeville-IIT,1/4/2019,W,1124
41130,Halsted-Orange,1/4/2019,W,2003
41140,King Drive,1/4/2019,W,458
41150,Kedzie-Midway,1/4/2019,W,2896
41160,Clinton-Lake,1/4/2019,W,3887
41170,Garfield-Dan Ryan,1/4/2019,W,2639
41180,Kedzie-Brown,1/4/2019,W,1874
41190,Jarvis,1/4/2019,W,1362
41200,Argyle,1/4/2019,W,2889
41210,Wellington,1/4/2019,W,2760
41220,Fullerton,1/4/2019,W,8552
41230,47th-Dan Ryan,1/4/2019,W,2421
41240,Addison-O'Hare,1/4/2019,W,2433
41250,Central-Evanston,1/4/2019,W,669
41260,Austin-Lake,1/4/2019,W,1685
41270,43rd,1/4/2019,W,824
41280,Jefferson Park,1/4/2019,W,5496
41290,Kimball,1/4/2019,W,3445
41300,Loyola,1/4/2019,W,3612
41310,Paulina,1/4/2019,W,2488
41320,Belmont-North Main,1/4/2019,W,10864
41330,Montrose-O'Hare,1/4/2019,W,2344
41340,LaSalle,1/4/2019,W,2155
41350,Oak Park-Lake,1/4/2019,W,1389
41360,California-Lake,1/4/2019,W,916
41380,Bryn Mawr,1/4/2019,W,4131
41400,Roosevelt,1/4/2019,W,9297
41410,Chicago/Milwaukee,1/4/2019,W,3254
41420,Addison-North Main,1/4/2019,W,5515
41430,87th,1/4/2019,W,3565
41440,Addison-Brown,1/4/2019,W,1897
41450,Chicago/State,1/4/2019,W,12939
41460,Irving Park-Brown,1/4/2019,W,2845
41480,Western-Brown,1/4/2019,W,3555
41490,Harrison,1/4/2019,W,2503
41500,Montrose-Brown,1/4/2019,W,2285
41510,Morgan-Lake,1/4/2019,W,3134
41660,Lake/State,1/4/2019,W,20014
41670,Conservatory,1/4/2019,W,756
41680,Oakton-Skokie,1/4/2019,W,865
41690,Cermak-McCormick Place,1/4/2019,W,1274
41700,Washington/Wabash,1/4/2019,W,9804
40010,Austin-Forest Park,1/5/2019,A,719
40020,Harlem-Lake,1/5/2019,A,1909
40030,Pulaski-Lake,1/5/2019,A,1053
40040,Quincy/Wells,1/5/2019,A,1164
40050,Davis,1/5/2019,A,1994
40060,Belmont-O'Hare,1/5/2019,A,2108
40070,Jackson/Dearborn,1/5/2019,A,2040
40080,Sheridan,1/5/2019,A,2714
40090,Damen-Brown,1/5/2019,A,1429
40100,Morse,1/5/2019,A,2937
40120,35th/Archer,1/5/2019,A,1328
40130,51st,1/5/2019,A,562
40140,Dempster-Skokie,1/5/2019,A,795
40150,Pulaski-Cermak,1/5/2019,A,606
40160,LaSalle/Van Buren,1/5/2019,A,498
40170,Ashland-Lake,1/5/2019,A,996
40180,Oak Park-Forest Park,1/5/2019,A,532
40190,Sox-35th-Dan Ryan,1/5/2019,A,2070
40200,Randolph/Wabash,1/5/2019,A,0
40210,Damen-Cermak,1/5/2019,A,676
40220,Western-Forest Park,1/5/2019,A,791
40230,Cumberland,1/5/2019,A,1467
40240,79th,1/5/2019,A,4283
40250,Kedzie-Homan-Forest Park,1/5/2019,A,1133
40260,State/Lake,1/5/2019,A,5154
40270,Main,1/5/2019,A,705
40280,Central-Lake,1/5/2019,A,1141
40290,Ashland/63rd,1/5/2019,A,543
40300,Indiana,1/5/2019,A,367
40310,Western-Orange,1/5/2019,A,1686
40320,Division/Milwaukee,1/5/2019,A,2758
40330,Grand/State,1/5/2019,A,8299
40340,Berwyn,1/5/2019,A,2088
40350,UIC-Halsted,1/5/2019,A,1209
40360,Southport,1/5/2019,A,1994
40370,Washington/Dearborn,1/5/2019,A,5644
40380,Clark/Lake,1/5/2019,A,5230
40390,Forest Park,1/5/2019,A,1346
40400,Noyes,1/5/2019,A,338
40420,Cicero-Cermak,1/5/2019,A,763
